Product_Name,Clause_Name,Chapter,Article,Subsection,Full_Content,Page
direct_woman3.0_03,보통약관,제2관. 보험금의 지급,제9조(주소변경통지),empty,"계약자(보험수익자가 계약자와 다른 경우 보험수익자를 포함합니다)는 주소 또는 연락처가 변경된 경 우에는 지체없이 그 변경내용을 회사에 알려야 합니다.  제1항에서 정한대로 계약자 또는 보험수익자가 변경내용을 알리지 않은 경우에는 계약자 또는 보험수 익자가 회사에 알린 최종의 주소 또는 연락처로 회사가 알린 사항은 일반적으로 도달에 필요한 기간 이 지난 때에 계약자 또는 보험수익자에게 도달한 것으로 봅니다. 단, 등기우편 등 우편물에 대한 기 록이 남는 방법으로 알린 경우에 한합니다.",60
direct_woman3.0_03,보통약관,제2관. 보험금의 지급,제10조(보험수익자의 지정),empty,"보험수익자를 지정하지 않은 때에는 보험수익자를 사망보험금의 경우는 피보험자의 법정상속인으로 하며, 그 이외의 경우는 피보험자로 합니다. [법정상속인] 피상속인의 사망으로 인하여 「민법」의 규정에 의한 상속순서에 따라 상속받는 자를 말합니다. ",61
direct_woman3.0_03,보통약관,제2관. 보험금의 지급,제11조(대표자의 지정),empty,"계약자 또는 보험수익자가 2명 이상인 경우에는 각 대표자를 1명 지정하여야 합니다. 이 경우 그 대 표자는 각각 다른 계약자 또는 보험수익자를 대리하는 것으로 합니다. 지정된 계약자 또는 보험수익자의 소재가 확실하지 않은 경우에는 이 계약에 관하여 회사가 계약자 또 는 보험수익자 1명에 대하여 한 행위는 각각 다른 계약자 또는 보험수익자에게도 동일한 효력이 미칩 니다. 계약자가 2명 이상인 경우에는 계약 전 알릴 의무, 보험료 납입 의무 등 보험계약에 따른 계약자의 의무를 계약자들이 연대(連帶)하여 부담합니다. [연대(連帶)] 2인 이상의 계약자가 각자 채무의 전부를 이행할 책임을 지는 것을 말하며(지분만큼 분할하여 책임을 지는 것과는 다름), 계약자 1인이 책임을 이행하는 경우 나머지 계약자는 책임을 면하게 됩니다. ",61
direct_woman3.0_03,보통약관,제3관. 계약자의 계약 전 알릴 의무 등,empty,empty,empty,61
direct_woman3.0_03,보통약관,제3관. 계약자의 계약 전 알릴 의무 등,제12조(계약 전 알릴 의무),empty,"계약자 또는 피보험자는 청약할 때(진단계약의 경우에는 건강진단할 때를 말합니다) 청약서에서 질문한 사 항에 대하여 알고 있는 내용을 반드시 사실대로 알려야(이하 “계약 전 알릴 의무”라 하며, 「상법」상 “고 지의무”와 같습니다) 합니다. 다만, 진단계약의 경우 「의료법」 제3조(의료기관)(【부록】 참조)에 규정한 종 합병원과 병원에서 직장 또는 개인이 실시한 건강검진의 결과인 건강진단서 사본 등 건강상태를 판단할 수 있는 자료로 건강진단을 대신할 수 있습니다. [「상법」 제651조(고지의무위반으로 인한 계약해지)] 보험계약당시에 보험계약자 또는 피보험자가 고의 또는 중대한 과실로 인하여 중요한 사항을 고지하지 아니하거나 부실의 고지를 한 때에는 보험자는 그 사실을 안 날부터 1월내에, 계약을 체결한 날부터 3 년내에 한하여 계약을 해지할 수 있다. 그러나 보험자가 계약당시에 그 사실을 알았거나 중대한 과실 로 인하여 알지 못한 때에는 그러하지 아니하다. [「상법」 제651조의2(서면에 의한 질문의 효력)] 보험자가 서면으로 질문한 사항은 중요한 사항으로 추정한다. ",61
direct_woman3.0_03,보통약관,제3관. 계약자의 계약 전 알릴 의무 등,제13조(알릴 의무 위반의 효과),empty,"회사는 계약자 또는 피보험자가 고의 또는 중대한 과실로 제12조(계약 전 알릴 의무)를 위반하고 그 의무가 중요한 사항에 해당하는 경우에는 손해의 발생여부에 관계없이 회사가 별도로 정하는 방법에 따라 이 계약을 해지하거나 보장을 제한할 수 있습니다. 제1항에도 불구하고 다음 중 어느 하나에 해당하는 경우에는 회사는 계약을 해지하거나 보장을 제한 할 수 없습니다. 1. 회사가 최초계약 체결 당시에 그 사실을 알았거나 과실로 인하여 알지 못하였을 때 2. 회사가 그 사실을 안 날부터 1개월 이상 지났을 때 또는 제1회 보험료를 받은 때부터 보험금 지급 사유가 발생하지 않고 2년(진단계약의 경우 질병에 대하여는 1년)이 지났을 때  3. 최초계약을 체결한 날부터 3년이 지났을 때 4. 계약자가 이 계약을 청약할 때 회사가 피보험자의 건강상태를 판단할 수 있는 기초자료(건강진단서 사본 등)에 따라 승낙한 경우에 그 기초자료에 이미 알린 내용을 원인으로 보험금 지급사유가 발생 하였을 때. 다만, 회사는 계약자 또는 피보험자가 회사에 제출한 기초자료의 내용 중 중요사항을 고의로 사실과 다르게 작성한 때에는 계약을 해지할 수 있습니다. 5. 보험설계사 등이 다음의 어느 하나에 해당하는 행위를 하였을 때. 다만, 보험설계사 등이 다음의 행위를 하지 않았더라도 계약자 또는 피보험자가 사실대로 고지하지 않거나 부실하게 고지했다고 인정되는 경우에는 계약을 해지할 수 있습니다. 가. 계약자 또는 피보험자에게 고지할 기회를 주지 않았을 때 나. 계약자 또는 피보험자가 사실대로 고지하는 것을 방해하였을 때 다. 계약자 또는 피보험자에게 사실대로 고지하지 않게 하였거나 부실하게 고지하도록 권유했을 때 제1항에 따라 계약을 해지하였을 때에는 제31조(해약환급금) 제1항에 따른 해약환급금을 계약자에게 지급하며, 제1항에 따라 보장을 제한한 경우에는 제19조(계약내용의 변경 등)을 따릅니다. 제1항에 따른 계약의 해지 및 보장의 제한이 보험금 지급사유 발생 후에 이루어진 경우에 회사는 보 험금을 지급하지 않으며, 계약 전 알릴 의무 위반사실(계약해지 등의 원인이 되는 위반사실을 구체적 으로 명시)뿐만 아니라 계약 전 알릴 의무가 중요한 사항에 해당되는 사유를 “반대증거가 있는 경우 이의를 제기할 수 있습니다”라는 문구와 함께 계약자에게 서면 또는 전자문서 등으로 알려드립니다. 회사가 전자문서로 안내하고자 할 경우에는 계약자에게 서면 또는 「전자서명법」 제2조 제2호(【부록】 참조)에 따른 전자서명으로 동의를 얻어 수신확인을 조건으로 전자문서를 송신하여야 합니다. 계약자 의 전자문서 수신이 확인되기 전까지는 그 전자문서는 송신되지 않은 것으로 봅니다. 회사는 전자문서 가 수신되지 않은 것을 확인한 경우에는 서면(등기우편 등)으로 다시 알려드립니다. 제1항에도 불구하고 알릴 의무를 위반한 사실이 보험금 지급사유 발생에 영향을 미쳤음을 회사가 증 명하지 못한 경우에는 제4항 및 제5항에 관계없이 약정한 보험금을 지급합니다. 회사는 다른 보험가입내역에 대한 계약 전 알릴 의무 위반을 이유로 계약을 해지, 보장을 제한하거나 보험금 지급을 거절하지 않습니다. 제26조(보험료의 납입을 연체하여 해지된 계약의 부활(효력회복))에 따라 이 계약이 부활(효력회복)된 경우에는 부활(효력회복)계약을 제2항의 최초계약으로 봅니다. 또한, 부활(효력회복)이 여러차례 발생 된 경우에는 각각의 부활(효력회복)계약을 최초계약으로 봅니다. [유의사항] 보험계약을 청약하면서 보험설계사에게 질병(예)고혈압)이 있다고만 얘기하였을 뿐, 청약서의 계약 전 알릴 사항에 아무런 기재도 하지 않을 경우에는 보험설계사에게 질병(예)고혈압) 병력을 얘기하였다고 하더라도 회사는 계약 전 알릴 의무 위반을 이유로 계약을 해지하고 보험금을 지급하지 않을 수 있습 니다. 계약 체결 전에 피보험자의 고지사항이 청약서에 제대로 기재되어 있는지 반드시 확인하시기 바 랍니다.",61
direct_woman3.0_03,보통약관,제3관. 계약자의 계약 전 알릴 의무 등,제14조(사기에 의한 계약),empty,"계약자 또는 피보험자가 대리진단, 약물사용을 통해 진단절차를 통과하거나 진단서 위·변조 또는 청약 일 이전에 암 또는 인간면역결핍바이러스(HIV) 감염의 진단확정을 받은 후 이를 숨기고 가입하는 등 사기에 의한 계약의 성립을 회사가 증명하는 경우에는 계약일부터 5년 이내(사기사실을 안 날부터 1 개월 이내)에 계약을 취소할 수 있습니다. 제1항에 따라 계약이 취소된 경우에 회사는 계약자에게 이미 납입한 보험료(계약자가 실제 납입한 보 험료를 말하며, “인출 및 감액으로 회사가 실제 지급한 금액”을 차감한 금액. 이하 같습니다)를 돌려 드립니다. ",62
direct_woman3.0_03,보통약관,제3관. 계약자의 계약 전 알릴 의무 등,제15조(보험계약의 성립),empty,계약은 계약자의 청약과 회사의 승낙으로 이루어집니다. ,62
direct_woman3.0_03,보통약관,제4관. 보험계약의 성립과 유지,empty,empty,"회사는 피보험자가 계약에 적합하지 않은 경우에는 승낙을 거절하거나 별도의 조건(보험가입금액 제한, 일부보장 제외, 보험금 삭감, 보험료 할증 등)을 붙여 승낙할 수 있습니다. 회사는 계약의 청약을 받고, 제1회 보험료를 받은 경우에 건강진단을 받지 않는 계약은 청약일, 진단  계약은 진단일(재진단의 경우에는 최종 진단일)부터 30일 이내에 승낙 또는 거절하여야 하며, 승낙한 때에는 보험증권을 드립니다. 그러나 30일 이내에 승낙 또는 거절의 통지가 없으면 승낙된 것으로 봅 니다. 회사가 제1회 보험료를 받고 승낙을 거절한 경우에는 거절통지와 함께 받은 보험료를 계약자에게 돌 려드리며, 보험료를 받은 기간에 대하여 평균공시이율+1%를 연단위 복리로 계산한 이자를 더하여 지 급합니다. 다만, 회사는 계약자가 제1회 보험료를 신용카드로 납입한 계약의 승낙을 거절한 경우에는 신용카드의 매출을 취소하며 이자를 더하여 지급하지 않습니다. 회사가 제2항에 따라 일부보장 제외 조건을 붙여 승낙하였더라도 청약일부터 5년(갱신형 계약의 경우 에는 최초계약의 청약일부터 5년)이 지나는 동안 보장이 제외되는 질병으로 추가 진단(단순 건강검진 제외) 또는 치료 사실이 없을 경우, 청약일부터 5년이 지난 이후에는 이 약관에 따라 보장합니다. 제5항의 “청약일부터 5년이 지나는 동안”이라 함은 제25조(보험료의 납입이 연체되는 경우 납입최고 (독촉)와 계약의 해지)에서 정한 계약의 해지가 발생하지 않은 경우를 말합니다. 제26조(보험료의 납입을 연체하여 해지된 계약의 부활(효력회복))에서 정한 계약의 부활(효력회복)이 이루어진 경우 부활(효력회복)을 청약한 날을 제5항의 청약일로 하여 적용합니다.",62
direct_woman3.0_03,보통약관,제4관. 보험계약의 성립과 유지,제16조(청약의 철회),empty,"계약자는 보험증권을 받은 날부터 15일 이내에 그 청약을 철회할 수 있습니다. 다만, 회사가 건강상태 진단을 지원하는 계약, 보험기간이 90일 이내인 계약 또는 전문금융소비자가 체결한 계약은 청약을 철회할 수 없습니다. [전문금융소비자] 보험계약에 관한 전문성, 자산규모 등에 비추어 보험계약에 따른 위험감수능력이 있는 자로서, 국가, 지방자치단체, 한국은행, 금융회사, 주권상장법인 등을 포함하며 「금융소비자 보호에 관한 법률」 제2 조(정의) 제9호(【부록】 참조)에서 정하는 전문금융소비자를 말합니다. [일반금융소비자] 전문금융소비자가 아닌 계약자를 말합니다. 제1항에도 불구하고 청약한 날부터 30일(만65세 이상의 계약자가 통신수단 중 전화를 이용하여 체결 한 계약은 45일로 합니다)이 초과된 계약은 청약을 철회할 수 없습니다. 청약철회는 계약자가 전화로 신청하거나, 철회의사를 표시하기 위한 서면, 전자우편, 휴대전화 문자메 시지 또는 이에 준하는 전자적 의사표시(이하 “서면 등”이라 합니다)를 발송한 때 효력이 발생합니다. 계약자는 서면 등을 발송한 때에 그 발송 사실을 회사에 지체없이 알려야 합니다. 계약자가 청약을 철회한 때에는 회사는 청약의 철회를 접수한 날부터 3영업일 이내에 납입한 보험료 를 계약자에게 돌려드리며, 보험료 반환이 늦어진 기간에 대하여는 이 계약의 보험계약대출이율을 연 단위 복리로 계산한 이자를 더하여 지급합니다. 다만, 계약자가 제1회 보험료를 신용카드로 납입한 계 약의 청약을 철회하는 경우에는 회사는 청약의 철회를 접수한 날부터 3영업일 이내에 해당 신용카드 회사로 하여금 대금청구를 하지 않도록 해야 하며, 이 경우 회사는 보험료를 반환한 것으로 봅니다. 청약을 철회할 때에 이미 보험금 지급사유가 발생하였으나 계약자가 그 보험금 지급사유가 발생한 사 실을 알지 못한 경우에는 청약철회의 효력은 발생하지 않습니다. 제1항에서 보험증권을 받은 날에 대한 다툼이 발생한 경우 회사가 이를 증명하여야 합니다. ",63
